"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","629","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","6","2437","0.3%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","4","0","1967","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","0","965","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","2","144","1.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","1","147","0.7%",""
"X.ILI.NER","Northeast Region","2","3","1","132","0.8%","higher"
"X.ILI.SCR","South Central Region","3","3","0","226","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","471","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","655","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","1","298","0.3%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","225","0.0%",""
