"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","9","581","1.5%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","111","2631","4.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","85","977","8.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","31","1235","2.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","10","94","1498","6.3%","higher"
"X.ILI.MSR","Shelby County (Memphis)","2","5","5","254","2.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","122","1510","8.1%","higher"
"X.ILI.NER","Northeast Region","2","3","5","361","1.4%","lower"
"X.ILI.SCR","South Central Region","3","3","3","328","0.9%","lower"
"X.ILI.SER","Southeast Region","4","4","47","1011","4.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","6","100","6.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","47","1045","4.5%",""
"X.ILI.WTR","West Tennessee Region","5","6","2","331","0.6%","lower"
