"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","555","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","1","1608","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","419","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","4","754","0.5%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","11","0","433","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","4","895","0.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","225","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","161","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","180","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","152","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","2","4","0","231","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","149","0.0%",""
