"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","585","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","3","2306","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","4","1","1829","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","3","1042","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","1","123","0.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","862","0.0%",""
"X.ILI.NER","Northeast Region","3","3","1","231","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","243","0.0%",""
"X.ILI.SER","Southeast Region","5","5","3","851","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","198","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","4","0","331","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","202","0.0%",""
