"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","523","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","13","1642","0.8%","lower"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","15","1095","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","15","7","868","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","8","11","79","924","8.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","10","9","1032","0.9%",""
"X.ILI.NER","Northeast Region","2","5","1","101","1.0%",""
"X.ILI.SCR","South Central Region","3","3","1","164","0.6%",""
"X.ILI.SER","Southeast Region","3","5","0","462","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","371","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","493","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","237","0.0%",""
