"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","607","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","2833","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","5","590","0.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","2","1323","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","1","920","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","3","10","2","943","0.2%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","388","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","191","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","159","0.6%",""
"X.ILI.SER","Southeast Region","4","5","0","714","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","357","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","3","576","0.5%","higher"
"X.ILI.WTR","West Tennessee Region","6","6","1","329","0.3%",""
