"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","1","531","0.2%",""
"X.ILI.ETR","East Tennessee Region","5","7","8","2568","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","26","844","3.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","5","1361","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","1","1167","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","5","1","737","0.1%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","6","41","1643","2.5%","higher"
"X.ILI.NER","Northeast Region","2","3","0","223","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","326","0.0%",""
"X.ILI.SER","Southeast Region","4","4","2","863","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","3","248","1.2%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","4","953","0.4%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","338","0.0%",""
