"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","387","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","31","1721","1.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","15","668","2.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","12","635","1.9%","higher"
"X.ILI.MCR","Mid-Cumberland Region","4","15","1","375","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","848","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","10","0","274","0.0%",""
"X.ILI.NER","Northeast Region","4","5","0","316","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","76","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","182","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","423","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","193","0.5%",""
