"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","648","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","3","1275","0.2%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","423","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","379","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","10","11","2","708","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","12","0","232","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","0","312","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","82","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","159","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","79","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","306","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","424","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","178","0.0%",""
