"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","1","499","0.2%",""
"X.ILI.ETR","East Tennessee Region","6","6","3","2551","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","2","781","0.3%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","7","917","0.8%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","10","1","1331","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","75","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","3","580","0.5%",""
"X.ILI.NER","Northeast Region","2","3","1","327","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","228","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","836","0.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","244","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","851","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","553","0.0%",""
