"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","2","737","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","6","8","59","2776","2.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","2","593","0.3%","lower"
"X.ILI.KKR","Knoxville-Knox County","3","4","10","1061","0.9%",""
"X.ILI.MCR","Mid-Cumberland Region","7","9","4","193","2.1%",""
"X.ILI.MSR","Shelby County (Memphis)","2","4","42","718","5.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","6","0","511","0.0%","lower"
"X.ILI.NER","Northeast Region","3","3","0","126","0.0%",""
"X.ILI.SCR","South Central Region","2","3","1","534","0.2%","lower"
"X.ILI.SER","Southeast Region","3","4","0","417","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","4","619","0.6%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","2","319","0.6%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","0","0.0%","#DIV/0!"
