"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","1","4","0","230","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","9","150","2054","7.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","30","757","4.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","18","361","5.0%",""
"X.ILI.MCR","Mid-Cumberland Region","4","15","0","101","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","93","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","10","4","98","4.1%",""
"X.ILI.NER","Northeast Region","4","5","5","129","3.9%",""
"X.ILI.SCR","South Central Region","3","3","0","117","0.0%","lower"
"X.ILI.SER","Southeast Region","2","4","0","90","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","3","5","145","3.5%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","242","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","3","152","2.0%",""
