"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","658","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","66","2221","3.0%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","6","78","7.7%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","11","3","905","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","12","28","1246","2.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","7","583","1.2%",""
"X.ILI.NER","Northeast Region","4","4","0","361","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","277","0.0%","lower"
"X.ILI.SER","Southeast Region","3","4","0","76","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","381","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","367","0.3%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","354","0.3%",""
