"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","672","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","3","7","1","1210","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","2","2","0","583","0.0%","lower"
"X.ILI.KKR","Knoxville-Knox County","2","4","4","559","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","11","11","2","847","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","12","58","981","5.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","247","0.0%",""
"X.ILI.NER","Northeast Region","2","3","1","163","0.6%",""
"X.ILI.SCR","South Central Region","3","3","0","217","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","87","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","402","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","2","4","0","370","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","311","0.0%",""
