"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","585","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","8","29","2124","1.4%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","2","1389","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","8","9","4","1009","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","731","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","14","1100","1.3%","higher"
"X.ILI.NER","Northeast Region","3","3","0","495","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","250","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","546","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","486","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","854","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","0","249","0.0%",""
