"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","685","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","1416","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","0","429","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","571","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","4","1021","0.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","419","0.0%",""
"X.ILI.NER","Northeast Region","2","3","1","112","0.9%","higher"
"X.ILI.SCR","South Central Region","3","3","0","220","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","193","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","372","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","492","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","264","0.0%",""
