"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","2","743","0.3%",""
"X.ILI.ETR","East Tennessee Region","7","7","6","4107","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","22","1021","2.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","0","4","0","0","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","12","7","1008","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","3","9","4","272","1.5%",""
"X.ILI.NDR","Nashville-Davidson County","6","6","26","1753","1.5%","higher"
"X.ILI.NER","Northeast Region","2","3","2","305","0.7%",""
"X.ILI.SCR","South Central Region","2","3","2","157","1.3%",""
"X.ILI.SER","Southeast Region","4","5","0","481","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","228","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","572","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","492","0.0%",""
