"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","10","294","3.4%",""
"X.ILI.ETR","East Tennessee Region","4","7","37","819","4.5%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","15","579","2.6%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","24","551","4.4%","higher"
"X.ILI.MSR","Shelby County (Memphis)","2","4","5","607","0.8%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","5","28","233","12.0%","higher"
"X.ILI.NER","Northeast Region","2","3","7","135","5.2%",""
"X.ILI.SCR","South Central Region","2","3","0","126","0.0%",""
"X.ILI.SER","Southeast Region","4","5","1","190","0.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","320","0.3%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","7","568","1.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","4","333","1.2%",""
