"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","599","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","67","3185","2.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","3","497","0.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","8","1587","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","3","499","0.6%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","254","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","2","601","0.3%",""
"X.ILI.NER","Northeast Region","2","3","0","211","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","225","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","402","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","363","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","607","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","300","0.0%",""
