"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","175","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","2314","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","887","0.1%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","2","949","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","3","11","0","414","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","6","0","668","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","6","7","382","1.8%","higher"
"X.ILI.NER","Northeast Region","3","3","1","546","0.2%",""
"X.ILI.SCR","South Central Region","2","3","1","131","0.8%",""
"X.ILI.SER","Southeast Region","4","4","0","691","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","0","158","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","299","0.0%",""
