"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","6","503","1.2%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","93","3397","2.7%",""
"X.ILI.JMR","Jackson-Madison County","1","1","65","860","7.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","18","1113","1.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","33","1047","3.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","80","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","80","596","13.4%","higher"
"X.ILI.NER","Northeast Region","2","3","4","345","1.2%","lower"
"X.ILI.SCR","South Central Region","3","3","0","290","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","26","835","3.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","10","218","4.6%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","13","1000","1.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","7","388","1.8%",""
