"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","881","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","25","2450","1.0%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","15","1248","1.2%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","15","3","967","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","11","0","125","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","6","10","5","842","0.6%",""
"X.ILI.NER","Northeast Region","3","5","0","177","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","228","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","397","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","371","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","348","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","4","243","1.7%","higher"
