"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","701","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1690","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","542","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","1","397","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","4","11","0","303","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","9","1009","0.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","295","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","112","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","135","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","42","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","257","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","339","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","270","0.0%",""
