"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","466","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","6","4","2390","0.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","827","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","3","913","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","4","10","1","831","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","2","6","0","709","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","12","1995","0.6%","higher"
"X.ILI.NER","Northeast Region","3","3","2","617","0.3%",""
"X.ILI.SCR","South Central Region","3","3","1","259","0.4%",""
"X.ILI.SER","Southeast Region","3","4","0","728","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","289","0.3%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","0","984","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","292","0.0%",""
