"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","697","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","70","2055","3.4%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","13","1064","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","8","760","1.1%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","41","1198","3.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","15","835","1.8%",""
"X.ILI.NER","Northeast Region","4","4","0","240","0.0%","lower"
"X.ILI.SCR","South Central Region","2","3","1","128","0.8%",""
"X.ILI.SER","Southeast Region","4","4","1","469","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","263","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","266","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","292","0.0%","lower"
