"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","266","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","1300","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","1","530","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","874","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","655","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","11","12","5","1103","0.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","90","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","68","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","170","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","187","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","327","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","594","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","326","0.0%",""
