"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","270","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","4","3344","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","25","711","3.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1305","0.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","10","0","1116","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","52","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","8","1255","0.6%",""
"X.ILI.NER","Northeast Region","1","3","0","256","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","217","0.0%",""
"X.ILI.SER","Southeast Region","4","4","2","709","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","206","0.5%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","3","947","0.3%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","322","0.3%",""
