"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","3","561","0.5%",""
"X.ILI.ETR","East Tennessee Region","7","8","10","2528","0.4%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","6","1454","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","5","9","1","947","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","1","628","0.2%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","411","0.0%",""
"X.ILI.NER","Northeast Region","1","2","0","208","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","264","0.0%",""
"X.ILI.SER","Southeast Region","4","4","3","757","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","171","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","549","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","337","0.3%",""
