"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","1","4","1","120","0.8%",""
"X.ILI.ETR","East Tennessee Region","6","9","11","1669","0.7%",""
"X.ILI.JMR","Jackson-Madison County","1","1","8","523","1.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","5","620","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","8","14","1","466","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","118","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","6","11","4","1161","0.3%",""
"X.ILI.NER","Northeast Region","4","5","0","345","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","180","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","430","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","402","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","352","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","382","0.3%",""
