"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","826","0.1%",""
"X.ILI.ETR","East Tennessee Region","3","7","7","1363","0.5%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","4","6","1840","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","9","11","6","1219","0.5%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","10","1215","0.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","5","0","0","0.0%","n/a"
"X.ILI.NER","Northeast Region","2","3","0","154","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","251","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","427","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","402","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","451","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","307","0.3%",""
