"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","477","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","14","1926","0.7%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","55","532","10.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","9","1247","0.7%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","11","2","538","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","51","810","6.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","4","436","0.9%",""
"X.ILI.NER","Northeast Region","3","4","0","226","0.0%","lower"
"X.ILI.SCR","South Central Region","2","3","0","128","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","97","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","544","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","325","0.3%","lower"
