"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","433","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","6","1591","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","134","808","16.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","11","810","1.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","0","293","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","10","76","1126","6.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","9","4","322","1.2%","lower"
"X.ILI.NER","Northeast Region","3","4","1","169","0.6%","lower"
"X.ILI.SCR","South Central Region","3","3","1","86","1.2%",""
"X.ILI.SER","Southeast Region","4","4","0","155","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","304","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","285","0.4%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","176","0.0%","lower"
