"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","2","226","0.9%",""
"X.ILI.ETR","East Tennessee Region","6","7","6","1646","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","6","353","1.7%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","5","715","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","7","216","3.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","6","32","666","4.8%","higher"
"X.ILI.NER","Northeast Region","2","3","1","249","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","276","0.0%",""
"X.ILI.SER","Southeast Region","3","4","2","134","1.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","5","574","0.9%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","275","0.0%",""
