"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","10","780","1.3%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","199","2410","8.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","34","653","5.2%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","32","1715","1.9%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","10","34","914","3.7%",""
"X.ILI.MSR","Shelby County (Memphis)","4","4","2","1027","0.2%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","5","97","1201","8.1%","higher"
"X.ILI.NER","Northeast Region","3","3","2","243","0.8%","lower"
"X.ILI.SCR","South Central Region","3","3","1","217","0.5%","lower"
"X.ILI.SER","Southeast Region","3","5","24","430","5.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","358","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","6","398","1.5%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","5","312","1.6%","lower"
