"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","4","680","0.6%",""
"X.ILI.ETR","East Tennessee Region","4","7","14","1187","1.2%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","4","15","1164","1.3%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","7","843","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","0","3","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","1","149","0.7%",""
"X.ILI.NER","Northeast Region","2","3","0","217","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","148","0.0%",""
"X.ILI.SER","Southeast Region","4","5","4","438","0.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","577","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","319","0.3%",""
