"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","822","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","21","2104","1.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","10","1248","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","10","11","13","1130","1.2%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","16","903","1.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","3","1012","0.3%",""
"X.ILI.NER","Northeast Region","1","3","0","69","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","242","0.0%",""
"X.ILI.SER","Southeast Region","3","5","1","335","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","540","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","273","0.0%",""
