"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","11","839","1.3%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","44","2327","1.9%",""
"X.ILI.JMR","Jackson-Madison County","1","1","10","892","1.1%","lower"
"X.ILI.KKR","Knoxville-Knox County","4","4","78","1458","5.3%","higher"
"X.ILI.MCR","Mid-Cumberland Region","5","12","42","998","4.2%","higher"
"X.ILI.MSR","Shelby County (Memphis)","4","8","4","809","0.5%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","101","2086","4.8%","higher"
"X.ILI.NER","Northeast Region","3","3","9","600","1.5%",""
"X.ILI.SCR","South Central Region","2","3","0","256","0.0%","lower"
"X.ILI.SER","Southeast Region","5","5","24","1154","2.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","5","528","0.9%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","10","1133","0.9%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","557","0.4%","lower"
