"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","853","0.1%",""
"X.ILI.ETR","East Tennessee Region","5","7","16","1581","1.0%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","4","14","1121","1.3%","higher"
"X.ILI.MCR","Mid-Cumberland Region","5","10","3","786","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","215","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","3","118","2.5%","higher"
"X.ILI.NER","Northeast Region","3","3","2","218","0.9%",""
"X.ILI.SCR","South Central Region","3","3","1","270","0.4%",""
"X.ILI.SER","Southeast Region","3","5","0","338","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","553","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","2","484","0.4%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","304","0.0%",""
