"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","423","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","19","2395","0.8%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","0","372","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","677","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","5","11","0","477","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","0","319","0.0%",""
"X.ILI.NER","Northeast Region","3","5","0","194","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","211","0.0%",""
"X.ILI.SER","Southeast Region","1","5","0","0","0.0%","n/a"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","253","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","508","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","377","0.0%",""
