"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","5","782","0.6%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","76","1767","4.3%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","21","377","5.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","37","1742","2.1%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","6","527","1.1%",""
"X.ILI.MSR","Shelby County (Memphis)","3","5","5","227","2.2%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","1","219","0.5%",""
"X.ILI.NER","Northeast Region","2","3","0","195","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","165","0.0%",""
"X.ILI.SER","Southeast Region","3","5","3","282","1.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","402","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","332","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","3","6","0","106","0.0%",""
