"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","0","550","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","726","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","4","800","0.5%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","2","899","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","3","977","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","2","161","1.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","6","14","1488","0.9%","higher"
"X.ILI.NER","Northeast Region","2","3","2","272","0.7%",""
"X.ILI.SCR","South Central Region","3","3","0","295","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","804","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","285","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","642","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","582","0.2%",""
