"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","551","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","3","2976","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","7","579","1.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","1","1438","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","4","501","0.8%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","175","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","167","0.0%",""
"X.ILI.NER","Northeast Region","2","2","0","216","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","182","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","750","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","393","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","549","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","362","0.3%",""
