"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","6","801","0.7%",""
"X.ILI.ETR","East Tennessee Region","8","8","72","3439","2.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","17","471","3.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","8","1373","0.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","9","4","1170","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","4","0","841","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","33","1349","2.4%","higher"
"X.ILI.NER","Northeast Region","2","2","0","358","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","1","278","0.4%",""
"X.ILI.SER","Southeast Region","3","4","10","465","2.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","499","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","2","636","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","430","0.0%","lower"
