"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","470","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2154","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1152","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","9","1","946","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","10","685","1.5%","higher"
"X.ILI.NER","Northeast Region","2","3","0","217","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","211","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","662","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","133","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","298","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","227","0.0%",""
