"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","280","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1961","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","607","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","323","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","10","11","1","895","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","6","936","0.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","3","372","0.8%","higher"
"X.ILI.NER","Northeast Region","2","3","0","176","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","299","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","185","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","472","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","285","0.0%",""
