"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","0","654","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","9","1815","0.5%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","18","824","2.2%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","6","141","4.3%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","12","23","1007","2.3%","higher"
"X.ILI.MSR","Shelby County (Memphis)","4","9","1","597","0.2%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","63","1665","3.8%","higher"
"X.ILI.NER","Northeast Region","2","3","3","256","1.2%",""
"X.ILI.SCR","South Central Region","3","3","0","198","0.0%",""
"X.ILI.SER","Southeast Region","2","5","3","370","0.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","468","0.4%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","3","621","0.5%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","3","350","0.9%",""
