"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","8","434","1.8%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","106","2050","5.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","22","979","2.2%","lower"
"X.ILI.KKR","Knoxville-Knox County","3","5","57","1117","5.1%",""
"X.ILI.MCR","Mid-Cumberland Region","9","12","76","1434","5.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","4","3","546","0.5%","lower"
"X.ILI.NDR","Nashville-Davidson County","6","6","130","2264","5.7%","higher"
"X.ILI.NER","Northeast Region","2","3","3","365","0.8%","lower"
"X.ILI.SCR","South Central Region","3","3","6","261","2.3%",""
"X.ILI.SER","Southeast Region","3","5","26","386","6.7%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","8","237","3.4%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","56","1213","4.6%",""
"X.ILI.WTR","West Tennessee Region","5","6","6","474","1.3%","lower"
