"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","521","0.2%",""
"X.ILI.ETR","East Tennessee Region","8","8","39","3000","1.3%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","871","0.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","9","0","627","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","4","2","608","0.3%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","16","811","2.0%","higher"
"X.ILI.NER","Northeast Region","2","2","1","284","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","222","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","388","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","453","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","2","585","0.3%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","290","0.0%",""
