"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","756","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","12","1629","0.7%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","3","11","1484","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","8","11","11","823","1.3%","higher"
"X.ILI.MSR","Shelby County (Memphis)","8","12","11","963","1.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","5","0","10","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","125","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","258","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","187","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","193","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","505","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","363","0.3%",""
