"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","493","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","14","3264","0.4%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","6","934","0.6%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","9","4","1125","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","600","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","417","0.0%",""
"X.ILI.NER","Northeast Region","2","2","0","282","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","283","0.0%",""
"X.ILI.SER","Southeast Region","3","4","1","518","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","229","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","464","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","278","0.0%",""
