"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","512","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","4","1989","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","71","597","11.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","6","1166","0.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","4","11","0","798","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","52","950","5.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","7","0","34","0.0%",""
"X.ILI.NER","Northeast Region","4","4","0","253","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","196","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","332","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","402","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","578","0.5%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","368","0.0%","lower"
