"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","719","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","64","2604","2.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","23","772","3.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","23","1593","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","15","4","1117","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","11","1","125","0.8%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","8","913","0.9%",""
"X.ILI.NER","Northeast Region","3","5","1","263","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","237","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","370","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","377","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","645","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","329","0.3%",""
