"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","748","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","2","959","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","70","627","11.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","13","1161","1.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","5","11","2","732","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","59","968","6.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","7","10","783","1.3%",""
"X.ILI.NER","Northeast Region","3","4","0","116","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","166","0.0%",""
"X.ILI.SER","Southeast Region","4","5","1","399","0.3%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","345","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","557","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","309","0.7%",""
