"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","5","365","1.4%","lower"
"X.ILI.ETR","East Tennessee Region","5","8","53","967","5.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","23","274","8.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","12","359","3.3%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","10","152","6.6%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","","n/a"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","10","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","78","0.0%",""
"X.ILI.SCR","South Central Region","2","3","1","98","1.0%",""
"X.ILI.SER","Southeast Region","4","5","0","71","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","195","0.5%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","2","126","1.6%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","162","0.0%","lower"
