"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","553","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","14","2126","0.7%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","1","958","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","976","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","940","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","2","820","0.2%",""
"X.ILI.NER","Northeast Region","3","5","1","160","0.6%",""
"X.ILI.SCR","South Central Region","3","3","0","223","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","450","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","543","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","274","0.0%",""
