"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","3","588","0.5%",""
"X.ILI.ETR","East Tennessee Region","7","7","13","3278","0.4%",""
"X.ILI.JMR","Jackson-Madison County","1","1","24","883","2.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","10","898","1.1%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","10","2","1337","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","3","5","0","854","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","6","13","1513","0.9%",""
"X.ILI.NER","Northeast Region","2","3","0","265","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","244","0.0%",""
"X.ILI.SER","Southeast Region","4","4","5","799","0.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","243","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","1","891","0.1%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","335","0.0%",""
