"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","20","612","3.3%","higher"
"X.ILI.ETR","East Tennessee Region","6","7","24","2306","1.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","12","888","1.4%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","35","1335","2.6%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","12","13","1250","1.0%",""
"X.ILI.MSR","Shelby County (Memphis)","4","9","6","394","1.5%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","42","1436","2.9%","higher"
"X.ILI.NER","Northeast Region","2","3","1","316","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","272","0.0%","lower"
"X.ILI.SER","Southeast Region","3","5","8","317","2.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","225","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","3","861","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","1","501","0.2%","lower"
