"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","453","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2131","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","1","462","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","15","0","500","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","6","11","0","696","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","10","1","225","0.4%","higher"
"X.ILI.NER","Northeast Region","4","5","0","391","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","235","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","122","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","257","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","590","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","332","0.0%",""
