"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","2","873","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","15","1990","0.8%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","11","1027","1.1%",""
"X.ILI.MCR","Mid-Cumberland Region","5","11","9","885","1.0%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","27","1098","2.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","32","0.0%",""
"X.ILI.NER","Northeast Region","4","4","0","408","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","243","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","474","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","545","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","359","0.6%",""
