"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","567","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","2227","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","32","819","3.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","6","1353","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","3","956","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","52","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","13","1170","1.1%","higher"
"X.ILI.NER","Northeast Region","2","3","0","351","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","333","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","823","0.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","252","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","3","701","0.4%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","379","0.0%",""
