"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","631","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","149","3272","4.6%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","46","371","12.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","6","1369","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","9","23","1136","2.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","4","5","199","2.5%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","77","1364","5.6%","higher"
"X.ILI.NER","Northeast Region","3","3","1","440","0.2%","lower"
"X.ILI.SCR","South Central Region","3","3","0","223","0.0%","lower"
"X.ILI.SER","Southeast Region","3","4","2","543","0.4%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","533","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","3","1163","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","392","0.5%","lower"
