"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","454","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","1","2180","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","538","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1321","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","0","614","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","449","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","176","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","195","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","496","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","143","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","436","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","265","0.4%","higher"
