"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","198","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","57","1511","3.8%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","7","443","1.6%",""
"X.ILI.MCR","Mid-Cumberland Region","5","11","1","136","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","8","11","68","958","7.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","6","8","8","214","3.7%",""
"X.ILI.NER","Northeast Region","3","4","0","129","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","1","107","0.9%",""
"X.ILI.SER","Southeast Region","4","5","1","122","0.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","186","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","218","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","203","0.0%","lower"
