"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","747","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2312","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","550","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","649","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","10","10","5","698","0.7%","higher"
"X.ILI.MSR","Shelby County (Memphis)","0","10","0","0","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","109","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","201","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","176","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","154","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","313","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","334","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","229","0.0%",""
